GEOID,land_area,total_pop,median_age
06037135114,1265333,4874.0,34.0
06037135201,1531444,2698.0,44.7
06037135202,1762612,4462.0,41.0
06037135203,4501427,7159.0,45.9
06037137000,3005793,4969.0,46.1
06037137103,759717,4451.0,38.8
06037137104,2564765,2804.0,47.2
06037137201,1990841,5864.0,35.6
06037137301,1601322,2236.0,43.3
06037137302,2446880,4462.0,48.1
06037137401,2363025,4409.0,41.9
06037137402,3081849,5955.0,44.3
06037137501,2514417,3840.0,36.3
06037137502,2090215,4214.0,44.8
06037137504,3837564,1823.0,51.4
06037138000,4472390,4558.0,44.8
06037139001,1239789,4743.0,36.5
06037139200,1152032,5417.0,33.8
06037139301,2865645,4995.0,45.0
06037139302,338299,4667.0,34.3
06037139303,415553,4724.0,35.5
06037139401,907259,2976.0,37.8
06037139402,2443891,2922.0,43.0
06037139502,1047549,2921.0,41.0
06037139503,351727,5310.0,40.1
06037139504,289067,3576.0,45.3
06037139600,2477489,4990.0,39.2
06037139701,3396394,5250.0,46.7
06037139702,8848507,6191.0,49.0
06037139703,4728894,2726.0,46.1
06037139801,3665744,3210.0,52.3
06037139802,6077236,3839.0,50.3
06037141101,736762,4571.0,35.2
06037141102,766374,3056.0,40.0
06037141201,693120,3880.0,34.7
06037141202,700175,3005.0,39.9
06037141302,1275300,5605.0,40.4
06037141303,262757,3290.0,35.4
06037141304,712236,3306.0,39.6
06037141400,1997410,4471.0,44.1
06037141500,3331527,3142.0,51.2
06037141600,3848936,3950.0,50.8
06037141700,3243735,3190.0,46.6
06037143100,1721074,4400.0,42.1
06037143200,957093,4090.0,35.0
06037143300,1649228,6460.0,38.6
06037143400,1738503,6121.0,37.3
06037143500,1191721,4565.0,41.8
06037143602,1145545,4301.0,44.9
06037143603,491489,2229.0,37.6
06037143604,534133,3024.0,32.2
06037143700,3389414,3589.0,42.8
06037143800,2606925,5441.0,37.0
06037143901,5282918,4270.0,44.4
06037143902,2522506,2863.0,42.8
06037181000,4107036,6119.0,46.4
06037181300,1438932,3626.0,43.5
06037181400,879185,4529.0,39.9
06037181500,1094728,3714.0,42.2
06037181600,1250035,4576.0,24.3
06037183101,948157,3623.0,38.5
06037183103,638535,4156.0,30.3
06037183104,662237,2145.0,40.1
06037183220,535234,4415.0,33.2
06037183221,706764,3015.0,35.6
06037183222,928376,3240.0,45.5
06037183300,541304,3371.0,35.0
06037183401,485332,2346.0,42.1
06037183402,513459,3208.0,32.0
06037183510,500438,2663.0,35.3
06037183520,427704,3586.0,33.0
06037183610,378642,3386.0,31.8
06037183620,517472,3243.0,33.7
06037183701,550873,3492.0,33.2
06037183702,862385,3252.0,38.8
06037183810,454936,4151.0,30.8
06037183820,308656,3920.0,32.0
06037185100,2278044,6240.0,39.6
06037185202,1205736,3896.0,33.2
06037185203,548004,3112.0,34.0
06037185204,963753,1980.0,47.2
06037185310,421083,3699.0,31.4
06037185320,587862,2760.0,34.1
06037186100,1347300,4646.0,42.3
06037186201,522016,3547.0,36.9
06037186202,408253,2047.0,38.7
06037186203,842711,2846.0,39.9
06037186301,1162538,2849.0,33.6
06037186302,1685261,4548.0,39.3
06037186401,961479,3579.0,30.0
06037186403,539633,3028.0,37.1
06037186404,401150,2600.0,32.6
06037187101,760504,2868.0,42.1
06037187102,1960140,3107.0,40.5
06037187200,918312,2909.0,32.6
06037187300,1168849,3396.0,37.5
06037188100,2097116,3786.0,37.4
06037188201,753140,3255.0,34.3
06037188202,758732,2364.0,39.8
06037188300,905653,3470.0,39.6
06037189101,395232,2760.0,39.0
06037189102,624381,3016.0,38.7
06037189201,325702,3427.0,34.2
06037189202,1032930,2585.0,40.5
06037189300,1899968,3147.0,49.3
06037189400,1446821,3523.0,39.6
06037189500,592247,4275.0,35.0
06037189600,1082934,3609.0,36.7
06037189701,3985575,3851.0,35.8
06037189702,1458586,2026.0,37.8
06037189800,729742,4196.0,37.4
06037189902,365023,5125.0,34.3
06037189903,83969,2086.0,32.0
06037189904,159602,2586.0,35.0
06037189905,258366,2492.0,37.0
06037190100,600604,4788.0,31.7
06037190201,226857,2809.0,30.7
06037190202,211371,3188.0,30.1
06037190301,403361,4942.0,34.3
06037190401,166929,3335.0,38.0
06037190402,157146,2261.0,37.9
06037190510,318393,4873.0,33.4
06037190520,243960,3785.0,39.4
06037190700,642502,3212.0,34.6
06037190801,324191,2343.0,39.2
06037190802,486762,2698.0,37.4
06037190901,490199,4152.0,28.6
06037190902,486994,4337.0,36.1
06037191000,648714,3751.0,32.0
06037191110,272751,3639.0,46.6
06037191120,379659,4316.0,39.7
06037191201,572280,4701.0,46.4
06037191203,205208,2655.0,37.9
06037191204,201086,1909.0,40.4
06037191301,273535,2541.0,38.2
06037191302,422484,2433.0,32.1
06037191410,311385,4964.0,32.7
06037191420,227178,3981.0,31.6
06037191500,641385,5424.0,30.6
06037191610,417925,4424.0,34.5
06037191620,228850,3022.0,35.5
06037191710,705302,2865.0,31.8
06037191720,264327,4007.0,34.5
06037191810,404246,3742.0,29.6
06037191820,404735,2688.0,35.7
06037191901,773162,3388.0,33.0
06037191902,726301,3120.0,39.6
06037192001,530779,2509.0,38.3
06037192002,858326,2642.0,39.8
06037192300,879494,2775.0,37.4
06037192410,683899,3576.0,37.9
06037192420,324906,4140.0,35.7
06037192510,340750,3911.0,36.0
06037192520,307802,5232.0,30.5
06037192610,415408,4953.0,34.3
06037192620,243560,3821.0,31.6
06037192700,531205,3326.0,37.6
06037194101,2542751,3099.0,37.2
06037194102,3500511,3499.0,42.9
06037194200,2603223,3569.0,44.9
06037194300,2469208,3683.0,41.9
06037194401,465758,2454.0,35.0
06037194402,589168,3542.0,36.0
06037194500,685342,2019.0,39.3
06037195100,1566362,4981.0,42.7
06037195201,600825,2969.0,37.6
06037195202,877982,3320.0,41.4
06037195300,580349,3518.0,37.2
06037195400,1030283,4046.0,41.3
06037195500,1215206,4934.0,38.7
06037195600,527584,3271.0,33.6
06037195710,483407,4877.0,33.5
06037195720,288986,2206.0,34.0
06037195802,402523,2697.0,36.1
06037195803,377391,2879.0,33.9
06037195804,335855,2355.0,37.0
06037195901,290880,2566.0,32.7
06037195902,331572,1976.0,34.0
06037195903,238084,2476.0,31.3
06037197200,744116,3925.0,43.8
06037197300,654247,3991.0,37.3
06037197410,1393295,3962.0,36.6
06037197420,615578,3492.0,33.8
06037197500,581661,4043.0,34.1
06037197600,388300,2523.0,36.3
06037197700,701768,5151.0,33.2
06037199000,1500952,5170.0,34.9
06037199110,902100,2506.0,38.7
06037199120,943118,4349.0,32.8
06037199201,395192,4321.0,37.3
06037199202,954105,2735.0,35.8
06037199300,2549728,3772.0,37.6
06037199400,669971,4717.0,32.6
06037199700,937117,3320.0,31.2
06037199800,651258,5083.0,34.4
06037199900,443012,2901.0,32.9
06037201110,1013912,3151.0,32.0
06037201120,794351,4427.0,32.8
06037201200,440691,2582.0,30.9
06037201301,872773,3146.0,38.6
06037201302,991723,3464.0,46.6
06037201401,1273110,5045.0,30.9
06037201402,1941231,4574.0,39.5
06037201501,886569,5369.0,37.4
06037201503,439362,3291.0,31.1
06037201504,368342,1833.0,37.1
06037201601,540413,2275.0,39.9
06037201602,1065765,3111.0,35.5
06037201700,1694749,5837.0,26.8
06037203100,657446,4450.0,25.9
06037203200,515981,4864.0,30.4
06037203300,1489010,2104.0,23.3
06037203500,1633660,3537.0,31.7
06037203600,553402,4701.0,30.6
06037203710,282072,3247.0,32.5
06037203720,321042,4537.0,29.4
06037203800,487391,4891.0,31.5
06037203900,448852,2877.0,29.5
06037204110,603788,3226.0,30.8
06037204120,263402,2740.0,31.6
06037204200,301203,3194.0,28.9
06037204300,643479,5127.0,32.5
06037204410,296877,2001.0,27.8
06037204420,302058,2736.0,28.3
06037204600,564176,4815.0,25.2
06037204700,1011064,4790.0,35.1
06037204810,769711,4465.0,30.8
06037204820,320144,2445.0,34.1
06037204910,518337,2921.0,30.1
06037204920,909972,2558.0,35.2
06037205110,286960,3567.0,24.9
06037205120,1466128,3493.0,26.9
06037206010,1418124,2596.0,35.7
06037206020,843243,7406.0,34.6
06037206031,4592045,3151.0,36.0
06037206032,959084,5168.0,29.3
06037206050,1643424,2444.0,37.5
06037206200,578740,3040.0,52.2
06037206300,616657,5372.0,51.9
06037207101,300182,3204.0,32.3
06037207102,415045,2350.0,45.2
06037207103,324131,2087.0,41.6
06037207301,430089,4425.0,39.9
06037207302,256159,3891.0,32.8
06037207400,862958,969.0,39.0
06037207501,134327,2111.0,37.9
06037207502,418374,2391.0,63.6
06037207710,1101206,2933.0,33.7
06037207900,903077,4299.0,31.4
06037208000,971169,6773.0,30.1
06037208301,92951,2263.0,26.8
06037208302,439970,4293.0,30.9
06037208401,229680,4839.0,27.9
06037208402,340750,3161.0,32.2
06037208501,243219,2611.0,38.1
06037208502,261043,3855.0,31.7
06037208610,350137,4092.0,38.9
06037208620,324327,4561.0,36.3
06037208710,170383,3852.0,39.1
06037208720,164736,4366.0,29.8
06037208801,234245,3421.0,34.7
06037208802,211495,3011.0,34.0
06037208902,184047,2237.0,28.3
06037208903,159289,3788.0,32.9
06037208904,112105,3514.0,32.8
06037209102,304848,4880.0,29.8
06037209103,124015,3390.0,27.6
06037209104,69958,2305.0,31.5
06037209200,411201,2755.0,29.9
06037209300,306315,4728.0,28.2
06037209401,215664,3866.0,34.2
06037209402,136235,3811.0,30.4
06037209403,138199,3586.0,34.8
06037209510,182482,2647.0,34.9
06037209520,231173,2422.0,33.7
06037209810,149829,2760.0,38.2
06037209820,179107,2891.0,28.6
06037210010,408975,3490.0,36.3
06037211000,2656762,4297.0,45.8
06037211120,567077,5303.0,34.9
06037211121,213921,2307.0,33.5
06037211122,365552,2845.0,34.9
06037211201,139369,3065.0,30.7
06037211202,179169,2679.0,35.2
06037211310,143949,4401.0,32.9
06037211320,186272,3062.0,37.8
06037211410,270793,2784.0,39.1
06037211420,381075,3199.0,34.9
06037211500,909037,4859.0,42.2
06037211701,651518,3041.0,38.3
06037211703,184109,4977.0,38.5
06037211704,184945,2780.0,35.8
06037211802,325416,4207.0,37.6
06037211803,139528,3769.0,36.1
06037211804,185958,3044.0,33.1
06037211910,137966,4927.0,32.4
06037211921,92665,2178.0,37.7
06037211922,92893,3606.0,30.4
06037212101,185780,2328.0,36.5
06037212102,138654,2267.0,39.1
06037212202,206475,3684.0,31.0
06037212203,106316,2785.0,31.8
06037212204,213185,3643.0,31.4
06037212303,155646,3314.0,31.4
06037212304,205679,1894.0,29.8
06037212305,108058,3008.0,33.5
06037212306,161921,3263.0,33.8
06037212410,157188,3823.0,31.8
06037212420,143454,3335.0,35.4
06037212501,79596,2083.0,30.9
06037212502,285085,2730.0,35.2
06037212610,357156,3904.0,37.3
06037212620,288620,4686.0,36.4
06037212701,469617,2491.0,42.4
06037212702,880619,3783.0,40.5
06037212800,781274,3881.0,38.5
06037212900,373620,4701.0,34.0
06037213100,537044,3068.0,37.2
06037213201,334942,4576.0,34.8
06037213202,337924,3946.0,36.2
06037213310,312089,3915.0,33.8
06037213320,311438,2233.0,44.5
06037213401,196100,5806.0,32.9
06037213402,391846,4820.0,34.2
06037214000,1011536,3783.0,35.2
06037214100,1108280,4098.0,38.9
06037214400,344250,3023.0,33.9
06037214501,752344,2905.0,36.9
06037214502,258191,5083.0,31.6
06037214503,232313,3369.0,37.0
06037214600,581188,2706.0,37.3
06037214700,593339,2538.0,40.5
06037214800,576884,3047.0,36.9
06037214901,312677,2692.0,36.9
06037214902,506805,2844.0,34.1
06037215101,351708,2409.0,31.3
06037215102,257693,3240.0,31.6
06037216100,675031,2561.0,42.7
06037216200,964417,4718.0,38.9
06037216300,1272857,4927.0,38.7
06037216401,409972,4850.0,33.5
06037216402,229443,3018.0,37.4
06037216700,777949,3966.0,36.8
06037216800,739843,3459.0,37.4
06037216900,1094558,5262.0,40.9
06037217001,548535,2843.0,33.8
06037217002,771339,5582.0,37.7
06037217100,897832,5572.0,36.7
06037217200,919065,3820.0,36.3
06037218110,598601,3490.0,42.0
06037218120,445211,5043.0,33.9
06037218210,388481,4067.0,30.8
06037218220,672776,4723.0,35.1
06037218300,891389,5791.0,34.6
06037218400,656664,4217.0,32.8
06037218500,523256,3080.0,33.0
06037218600,430627,3477.0,32.8
06037218701,549908,2398.0,36.3
06037218702,359671,2156.0,41.2
06037218800,411644,2598.0,36.8
06037218900,703403,6014.0,29.7
06037219010,440857,2957.0,31.6
06037219020,726494,4187.0,34.0
06037219300,651811,4234.0,32.4
06037219500,557587,1663.0,42.5
06037219700,1092488,4163.0,40.8
06037219800,446134,3033.0,31.9
06037219901,524892,4686.0,29.5
06037219902,798149,3917.0,34.4
06037220000,971788,6160.0,35.3
06037220100,979760,2280.0,43.1
06037221110,234230,3638.0,32.8
06037221120,317504,3241.0,30.8
06037221210,358782,2998.0,33.5
06037221220,659408,3611.0,35.4
06037221302,462145,5252.0,30.9
06037221303,233968,2568.0,33.3
06037221304,227251,3903.0,32.4
06037221401,542311,3159.0,42.5
06037221402,532313,2782.0,37.8
06037221500,380722,3732.0,35.2
06037221601,369898,3481.0,34.3
06037221602,522817,2955.0,28.5
06037221710,327959,2825.0,31.2
06037221810,304336,2633.0,23.0
06037221820,204263,3238.0,24.0
06037221900,409740,3874.0,21.4
06037222001,474298,3147.0,34.0
06037222002,655700,4312.0,32.6
06037222100,478935,3974.0,31.9
06037222200,481868,4122.0,30.4
06037222500,652465,4992.0,30.3
06037222600,651938,5535.0,24.5
06037222700,817401,3847.0,19.6
06037224010,830390,2159.0,35.8
06037224020,1232349,2527.0,28.6
06037224200,368196,2559.0,33.7
06037224310,180792,2176.0,28.6
06037224320,290770,3183.0,30.5
06037224410,453261,3543.0,25.5
06037224420,358670,2254.0,28.9
06037224600,718926,3366.0,28.9
06037224700,635819,6254.0,20.8
06037226001,1034766,2056.0,30.9
06037226002,2568345,1503.0,34.0
06037226410,282483,3529.0,30.4
06037226420,426940,5052.0,30.7
06037226700,782727,6002.0,27.0
06037227010,579198,4563.0,26.9
06037227020,440119,3437.0,26.3
06037228100,1003327,5348.0,27.9
06037228210,411032,3897.0,31.0
06037228220,366214,4080.0,26.6
06037228310,546319,4234.0,30.7
06037228320,337041,3300.0,28.2
06037228410,277715,3377.0,27.8
06037228420,277392,3293.0,25.6
06037228500,448896,4855.0,28.7
06037228600,526963,4754.0,26.0
06037228710,404789,4071.0,25.9
06037228720,404152,4671.0,28.6
06037228800,844483,5736.0,25.3
06037228900,515515,3208.0,25.1
06037229100,475049,4611.0,27.6
06037229200,445674,3992.0,30.8
06037229300,502415,5950.0,25.4
06037229410,542426,3261.0,27.9
06037229420,584157,4807.0,24.3
06037231100,894058,2854.0,37.3
06037231210,320681,3561.0,30.2
06037231220,965181,4243.0,28.3
06037231300,657453,5117.0,31.3
06037231400,621035,5023.0,32.0
06037231500,919207,4510.0,38.0
06037231600,954663,6982.0,30.4
06037231710,323785,4486.0,25.6
06037231720,472239,5205.0,30.0
06037231800,520258,4902.0,29.0
06037231900,568841,5675.0,28.2
06037232110,380033,2845.0,31.8
06037232120,521876,5294.0,26.8
06037232200,522957,2640.0,38.1
06037232300,628761,3654.0,34.5
06037232400,1112949,6946.0,34.2
06037232500,767691,4890.0,31.0
06037232600,795281,6117.0,32.5
06037232700,731203,6113.0,31.0
06037232800,426644,4046.0,28.0
06037234000,1241881,5754.0,39.3
06037234200,882908,2447.0,50.3
06037234300,870289,4324.0,46.4
06037234501,751799,2473.0,39.2
06037234502,544856,2151.0,48.8
06037234600,1303261,5060.0,38.2
06037234700,742057,3680.0,38.9
06037234800,654191,3531.0,33.7
06037234901,325412,2943.0,34.2
06037234902,447718,3700.0,39.1
06037235100,1181472,4602.0,42.4
06037235201,652606,2536.0,39.9
06037235202,851553,4190.0,36.6
06037236000,3952999,4344.0,48.7
06037236100,1130682,5394.0,42.6
06037236202,441964,5158.0,35.5
06037236203,339333,3644.0,33.7
06037236204,229866,3241.0,28.9
06037236400,1340500,4469.0,47.3
06037237101,628939,3768.0,26.8
06037237102,459964,2986.0,33.1
06037237201,453406,3494.0,30.7
06037237202,1108030,4703.0,31.2
06037237300,997703,4945.0,35.2
06037237401,516110,3670.0,31.8
06037237402,521230,3375.0,34.2
06037237500,337329,2604.0,29.1
06037237600,503741,3739.0,28.8
06037237710,432281,3392.0,31.1
06037237720,325225,3099.0,25.3
06037237800,972784,4331.0,35.2
06037237900,979778,3842.0,41.4
06037238000,1663568,5720.0,43.4
06037238100,983749,4889.0,37.8
06037238200,1026629,5113.0,36.7
06037238310,397068,4705.0,29.2
06037238320,468279,3705.0,30.4
06037238400,1301547,4886.0,42.6
06037239201,449869,3509.0,27.7
06037239202,1275606,4577.0,27.3
06037239310,534855,4052.0,29.6
06037239320,347073,3688.0,28.4
06037239330,979538,3151.0,25.6
06037239501,474213,3437.0,28.5
06037239502,510917,3295.0,30.0
06037239601,422289,3591.0,25.2
06037239602,358086,3692.0,25.4
06037239701,409688,4753.0,23.5
06037239702,486273,3736.0,29.2
06037239801,370763,3401.0,25.4
06037239802,609444,4596.0,26.2
06037240010,588434,3791.0,24.4
06037240020,719413,5564.0,27.0
06037240200,746814,5545.0,31.9
06037240300,813527,5048.0,30.6
06037240401,693040,4875.0,27.6
06037240402,601298,3717.0,28.3
06037240500,812533,5937.0,25.5
06037240600,675863,4333.0,25.4
06037240700,1194494,5917.0,32.5
06037240800,630658,5124.0,26.5
06037240900,1057639,6038.0,25.3
06037241001,904091,4100.0,33.8
06037241002,707355,4491.0,25.7
06037241110,486637,3107.0,24.0
06037241120,663697,4914.0,25.4
06037241201,485903,2807.0,36.3
06037241202,1163227,4919.0,28.2
06037241300,522126,2139.0,31.0
06037241400,575556,3331.0,27.0
06037242000,646734,3907.0,25.8
06037242100,275776,2818.0,18.3
06037242200,813234,5934.0,25.9
06037242300,630038,4845.0,24.7
06037242600,475994,4634.0,20.0
06037242700,1015217,4701.0,24.9
06037243000,717351,6372.0,25.0
06037243100,607015,6535.0,24.4
06037261101,6536729,3923.0,45.1
06037261102,7939753,4155.0,48.3
06037261200,7270564,3880.0,48.5
06037262100,8744148,2902.0,51.3
06037262200,8568500,4600.0,47.6
06037262301,13056398,2820.0,40.9
06037262302,3063533,3100.0,44.3
06037262303,2614304,3017.0,50.9
06037262400,11268737,3182.0,51.2
06037262501,1635119,3781.0,43.6
06037262601,3692762,3816.0,49.4
06037262604,5672932,6319.0,51.4
06037262704,1946783,3452.0,44.6
06037262706,2303896,3584.0,45.2
06037262802,3329069,3432.0,48.3
06037264000,1868030,3238.0,47.6
06037264102,396480,2802.0,38.8
06037264103,230523,2258.0,36.1
06037264301,420159,5128.0,32.9
06037264302,1690101,5587.0,40.2
06037265100,2362236,2572.0,56.9
06037265201,438814,2867.0,27.4
06037265202,575316,3807.0,45.3
06037265303,148001,5236.0,21.9
06037265304,130983,3378.0,21.8
06037265305,310816,4122.0,23.5
06037265410,563022,1481.0,41.0
06037265420,730768,2002.0,41.5
06037265510,383468,3812.0,31.4
06037265520,767203,4258.0,35.4
06037265601,623099,2819.0,41.6
06037265602,335903,2925.0,47.9
06037265700,1233092,5018.0,46.6
06037267100,1103957,6294.0,38.8
06037267200,1175760,5254.0,39.8
06037267300,430300,4939.0,31.7
06037267402,424970,4698.0,36.1
06037267403,245510,3098.0,32.1
06037267404,284447,3117.0,35.1
06037267501,453851,6740.0,32.3
06037267502,434714,3085.0,34.0
06037267600,1269482,2757.0,35.7
06037267700,814659,3371.0,35.8
06037267800,1151185,2954.0,39.7
06037267901,1119626,2364.0,58.9
06037267902,778072,3500.0,41.4
06037269000,2283621,5314.0,41.6
06037269100,839266,4196.0,38.0
06037269300,2205506,4368.0,41.0
06037269500,1394665,4031.0,44.4
06037269601,333656,3124.0,29.9
06037269602,290591,3152.0,30.2
06037269700,897605,3783.0,39.3
06037269800,467089,3534.0,30.7
06037269903,283825,3977.0,30.2
06037269904,337361,3834.0,31.2
06037269905,238027,2971.0,29.9
06037269906,207994,2763.0,34.4
06037269907,276794,2634.0,32.2
06037270100,571964,4500.0,33.9
06037270200,758089,3983.0,35.3
06037270300,963538,2415.0,39.0
06037271100,804373,2486.0,38.4
06037271200,524470,2566.0,32.3
06037271300,1462546,4455.0,41.5
06037271400,1148034,3723.0,45.5
06037271500,910076,3225.0,44.5
06037271600,901111,4459.0,32.8
06037271701,997050,5740.0,34.4
06037271702,697726,4523.0,30.8
06037271801,479928,3804.0,30.7
06037271802,577404,6690.0,31.4
06037271901,637161,3201.0,32.5
06037271902,924201,4072.0,38.5
06037272100,1199290,4357.0,40.8
06037272201,260003,2677.0,35.4
06037272202,309571,3548.0,33.8
06037272301,604023,3312.0,39.5
06037272302,505134,4107.0,35.3
06037273100,1175324,2123.0,45.3
06037273200,641916,3486.0,34.7
06037273300,571893,3795.0,34.0
06037273402,622758,3138.0,38.1
06037273502,593031,3017.0,33.9
06037273600,588642,2376.0,40.1
06037273700,690361,2868.0,41.0
06037273800,741623,3367.0,35.4
06037273902,902170,3623.0,42.1
06037274100,628045,4424.0,33.6
06037274202,943380,3824.0,46.8
06037275101,334329,1268.0,35.7
06037275102,610141,4501.0,32.4
06037275200,462852,4101.0,34.0
06037275302,1753486,4843.0,48.2
06037275311,1255304,6064.0,36.6
06037275400,750987,3379.0,37.5
06037275500,762036,5140.0,32.9
06037275602,2516540,7173.0,32.8
06037275603,999955,3015.0,43.8
06037276000,2338440,5570.0,44.2
06037276100,984960,5989.0,32.3
06037276400,1275965,4155.0,42.5
06037276500,1191958,5217.0,20.3
06037276601,2232360,3902.0,42.8
06037276603,454678,5401.0,36.5
06037276604,838374,4075.0,33.3
06037277000,2298914,5705.0,43.6
06037277100,1234119,3062.0,43.5
06037277200,1041832,2595.0,30.8
06037277400,638935,1613.0,33.3
06037278001,1614002,2371.0,38.3
06037278102,1678999,2958.0,43.5
06037291110,711350,3339.0,28.0
06037291120,701467,2194.0,31.3
06037291130,1291463,3580.0,37.1
06037291210,1242661,5345.0,31.9
