GEOID,place_name,land_area,total_pop,median_age,prop_65_older,prop_hispanic,prop_white,prop_black,prop_asian,prop_male,prop_single_fam_detached,med_rooms_in_house,prop_built_before_1940,prop_renting,count_renter_occupied_units,rental_vacancy_rate,renter_household_size,mean_travel_time_work,prop_commute_drive_alone,prop_below_poverty,prop_college_grad_student,prop_nonrelatives_household,prop_same_residence_year_ago,prop_bachelors_or_higher,prop_english_only,prop_foreign_born,distance_to_center_km,pop_density_k_km,renter_occupied_units_km,prop_20_34,prop_burden,median_gross_rent_k,med_income_k,med_home_value_k,prop_white_change_2012_2015
01073010701,"Birmingham, AL",960026,1716.0,31.1,0.05,0.112,0.638,0.237,0.0,0.467,0.392,4.9,0.173,0.607,437.0,0.303,2.45,17.1,0.861,0.266,0.224,0.08,0.738,0.634,0.838,0.103,4.484542693319,1.7874515898527747,455.19600510819504,0.265,0.67,0.86,42.5,263.1,0.106
01073010703,"Birmingham, AL",2006630,2163.0,39.6,0.111,0.004,0.962,0.0,0.023,0.5,0.848,7.5,0.304,0.179,157.0,0.0,2.21,13.2,0.87,0.03,0.272,0.03,0.912,0.8240000000000001,0.945,0.046,5.46798622056597,1.077926673078744,78.24063230391253,0.18600000000000005,0.273,1.095,115.0,416.7,0.012999999999999972
01073010706,"Birmingham, AL",7462748,5296.0,28.0,0.091,0.002,0.611,0.316,0.056,0.539,0.272,4.3,0.006,0.721,1613.0,0.054000000000000006,2.28,18.3,0.7509999999999999,0.194,0.624,0.128,0.621,0.413,0.8959999999999999,0.067,7.837983173364417,0.7096581580940425,216.14022073370288,0.412,0.405,0.951,47.275,188.4,-0.04600000000000008
01073010801,"Birmingham, AL",5012892,5514.0,36.1,0.127,0.021,0.931,0.016,0.026,0.498,0.5820000000000001,6.2,0.16399999999999998,0.361,832.0,0.135,1.66,14.7,0.929,0.03,0.17600000000000002,0.017,0.7979999999999999,0.86,0.955,0.025,4.9904171852103625,1.0999638532009068,165.9720576465641,0.195,0.241,0.963,91.477,629.3,-0.035999999999999935
01073010802,"Birmingham, AL",5595701,3593.0,40.0,0.136,0.013,0.98,0.003,0.0,0.449,0.933,9.0,0.363,0.069,85.0,0.0,2.14,13.1,0.903,0.024,0.08800000000000001,0.003,0.939,0.877,0.974,0.006999999999999999,5.413969746217031,0.6421000693210734,15.190232644667757,0.085,0.094,1.21,135.417,779.4,-0.01
01073010803,"Birmingham, AL",8619390,6219.0,43.3,0.14300000000000002,0.027000000000000003,0.544,0.42,0.005,0.479,0.6970000000000001,6.4,0.023,0.23,536.0,0.102,2.68,24.8,0.847,0.109,0.221,0.048,0.918,0.503,0.955,0.036000000000000004,8.845750462419312,0.7215127752659992,62.18537506714513,0.136,0.37,0.9640000000000001,71.13600000000001,180.0,-0.012999999999999972
01073010805,"Birmingham, AL",20752145,7420.0,47.4,0.191,0.011,0.928,0.025,0.027000000000000003,0.491,0.965,8.0,0.022,0.061,178.0,0.0,1.96,20.8,0.883,0.057,0.182,0.023,0.915,0.6729999999999999,0.94,0.027000000000000003,10.677842277754943,0.3575533999015524,8.577426574457725,0.11100000000000003,0.324,1.485,102.333,325.6,0.02600000000000009
01073011104,"Birmingham, AL",13811206,7385.0,36.9,0.113,0.019,0.499,0.474,0.002,0.41,0.794,6.0,0.0,0.179,538.0,0.138,2.9,28.6,0.898,0.08199999999999999,0.281,0.02,0.888,0.295,0.969,0.004,19.6091076919732,0.5347107269271054,38.953875570315866,0.209,0.532,1.061,54.718,117.8,-0.08200000000000003
01073011107,"Birmingham, AL",60630454,11023.0,39.6,0.106,0.0,0.903,0.059,0.008,0.462,0.942,6.7,0.021,0.073,272.0,0.0,2.68,28.9,0.8740000000000001,0.02,0.172,0.013,0.911,0.377,0.971,0.015,23.13993723256682,0.1818063245906092,4.486194347151021,0.128,0.141,1.455,87.075,210.6,-0.004000000000000057
01073011108,"Birmingham, AL",9165192,4770.0,42.6,0.13,0.001,0.826,0.142,0.021,0.477,0.64,6.2,0.115,0.406,779.0,0.038,2.34,26.1,0.933,0.059,0.135,0.042,0.774,0.35600000000000004,0.958,0.023,20.199522747981717,0.5204473621501874,84.99549163836393,0.13899999999999998,0.241,1.12,63.578,252.9,-0.06
01073011205,"Birmingham, AL",9555532,1953.0,47.3,0.16,0.005,0.8140000000000001,0.171,0.0,0.471,0.903,6.1,0.08,0.17800000000000002,153.0,0.0,1.73,26.5,0.836,0.084,0.443,0.016,0.914,0.208,0.975,0.005,23.270081889426198,0.20438422476111226,16.011667377598652,0.191,0.475,0.77,58.214,153.2,-0.05700000000000002
01073011207,"Birmingham, AL",5416866,5108.0,35.1,0.087,0.008,0.294,0.687,0.003,0.449,0.77,6.0,0.006,0.348,638.0,0.023,2.8,27.0,0.888,0.147,0.17600000000000002,0.031,0.8270000000000001,0.185,0.986,0.012,20.587927720568878,0.9429806829262528,117.78028107027201,0.194,0.604,0.82,46.25,122.3,-0.08400000000000002
01073011209,"Birmingham, AL",4209293,3582.0,28.6,0.08199999999999999,0.04,0.175,0.764,0.0,0.501,0.459,4.9,0.006,0.619,851.0,0.0,2.78,24.3,0.8340000000000001,0.334,0.411,0.021,0.735,0.098,0.954,0.02,18.362090961107,0.8509742609982247,202.17171862353126,0.228,0.545,0.68,31.019000000000002,105.8,0.02800000000000001
01073011210,"Birmingham, AL",9003638,3689.0,34.9,0.06,0.063,0.399,0.535,0.0,0.47,0.594,5.4,0.022,0.358,538.0,0.0,2.52,25.7,0.882,0.184,0.313,0.014,0.91,0.209,0.928,0.05,19.43384369813938,0.4097232696383395,59.75362403508449,0.24,0.452,0.8140000000000001,41.056000000000004,115.3,0.025
01073011803,"Birmingham, AL",3942608,5448.0,27.6,0.08800000000000001,0.021,0.214,0.736,0.0,0.463,0.7490000000000001,5.8,0.0,0.407,729.0,0.13,3.33,22.3,0.934,0.182,0.246,0.048,0.8590000000000001,0.179,0.957,0.01,16.30598113476192,1.381826445844984,184.90298807286956,0.281,0.595,0.871,43.378,100.0,-0.026999999999999996
01073011804,"Birmingham, AL",2990953,3011.0,30.3,0.101,0.054000000000000006,0.195,0.73,0.002,0.401,0.638,5.7,0.0,0.521,589.0,0.121,2.91,27.6,0.884,0.252,0.273,0.049,0.8109999999999999,0.162,0.912,0.065,17.670321479435657,1.0067025459778205,196.92720012651486,0.212,0.585,0.922,34.915,111.8,-0.07100000000000001
01073011901,"Birmingham, AL",30271234,2697.0,46.5,0.192,0.185,0.606,0.195,0.0,0.451,0.573,5.0,0.118,0.495,628.0,0.102,1.99,25.3,0.6829999999999999,0.375,0.289,0.051,0.812,0.15,0.823,0.109,13.068080542654634,0.08909448488290897,20.745768078037386,0.181,0.731,0.62,21.116,67.5,-0.18599999999999994
01073011904,"Birmingham, AL",10739384,2285.0,48.3,0.217,0.025,0.009000000000000001,0.963,0.0,0.456,0.971,6.4,0.04,0.168,142.0,0.123,2.78,23.4,0.85,0.205,0.28300000000000003,0.025,0.909,0.254,0.974,0.014,10.455064589826971,0.21276825560944654,13.222359867195365,0.158,0.682,0.909,46.645,98.3,-0.007999999999999998
01073012001,"Birmingham, AL",36753546,4310.0,43.8,0.139,0.0,0.501,0.489,0.0,0.459,0.789,6.2,0.038,0.17800000000000002,282.0,0.119,2.98,24.3,0.8909999999999999,0.198,0.29,0.027000000000000003,0.888,0.181,0.996,0.0,10.978670966056754,0.11726759643817768,7.672729047695153,0.16799999999999998,0.872,0.7340000000000001,48.803999999999995,103.8,-0.045
01073012002,"Birmingham, AL",31647640,6846.0,39.5,0.17,0.08900000000000001,0.525,0.361,0.008,0.478,0.745,5.5,0.025,0.242,702.0,0.131,2.2,22.5,0.911,0.162,0.316,0.049,0.865,0.28300000000000003,0.8959999999999999,0.058,8.91258308738113,0.2163194475164657,22.181748781267732,0.208,0.309,0.9059999999999999,51.481,128.3,0.0
01073012200,"Birmingham, AL",115402081,4379.0,42.1,0.114,0.011,0.7120000000000001,0.263,0.002,0.6990000000000001,0.725,5.5,0.08800000000000001,0.239,261.0,0.091,2.59,34.8,0.928,0.155,0.142,0.038,0.83,0.049,0.97,0.005,31.57772618094657,0.03794558956003575,2.2616576558961707,0.276,0.315,0.821,53.5,94.2,0.0
01073012302,"Birmingham, AL",169329723,3619.0,42.1,0.182,0.003,0.962,0.031,0.0,0.496,0.782,5.8,0.065,0.142,198.0,0.0,3.4,29.1,0.925,0.07,0.154,0.022,0.921,0.093,0.999,0.0,23.68130036644278,0.02137250292436845,1.1693162694183348,0.174,0.218,0.76,54.159,123.2,0.006000000000000085
01073012304,"Birmingham, AL",7546587,2665.0,40.8,0.17600000000000002,0.0,0.66,0.328,0.008,0.448,0.8740000000000001,5.9,0.019,0.225,203.0,0.0,3.31,29.5,0.913,0.064,0.321,0.021,0.924,0.198,0.991,0.004,14.111182642451473,0.3531397703359148,26.899577252604388,0.162,0.397,0.919,52.379,141.9,0.06
01073012305,"Birmingham, AL",15730698,7774.0,40.7,0.122,0.005,0.373,0.622,0.0,0.466,0.99,7.0,0.023,0.049,139.0,0.0,2.4,26.4,0.907,0.061,0.282,0.017,0.877,0.21600000000000005,0.972,0.012,16.82988672122807,0.4941929468101161,8.83622583053848,0.151,0.103,1.254,64.917,149.4,-0.027000000000000027
01073012401,"Birmingham, AL",4749904,3757.0,41.2,0.15,0.0,0.068,0.921,0.0,0.426,0.823,6.6,0.0,0.258,365.0,0.059,3.18,25.4,0.939,0.138,0.257,0.035,0.852,0.366,0.989,0.0,8.687757680503456,0.7909633542067377,76.84365831393646,0.155,0.373,0.772,54.763999999999996,153.2,-0.012000000000000002
01073012402,"Birmingham, AL",13166485,2784.0,40.7,0.128,0.009000000000000001,0.443,0.529,0.0,0.494,0.882,5.8,0.067,0.31,364.0,0.05,2.18,24.3,0.872,0.181,0.29,0.052000000000000005,0.815,0.158,0.988,0.0,10.692212249932641,0.21144595539356176,27.645951064388104,0.159,0.72,0.738,35.933,95.4,0.04
01073012500,"Birmingham, AL",30469652,4227.0,40.1,0.15,0.002,0.645,0.344,0.0,0.468,0.877,5.5,0.199,0.289,512.0,0.067,2.74,25.9,0.872,0.245,0.243,0.051,0.8290000000000001,0.083,0.995,0.002,13.30691099126581,0.13872820076842365,16.803605108453482,0.211,0.622,0.69,29.809,70.0,0.020999999999999942
01073012602,"Birmingham, AL",21086022,3351.0,34.8,0.142,0.03,0.6729999999999999,0.295,0.0,0.447,0.77,5.7,0.189,0.339,488.0,0.091,2.65,21.1,0.738,0.222,0.198,0.039,0.8490000000000001,0.181,0.97,0.017,13.816590830625596,0.15892044502277386,23.14329369475191,0.20600000000000002,0.636,0.8909999999999999,36.288000000000004,99.4,-0.04599999999999994
01073012701,"Birmingham, AL",26558604,3698.0,42.4,0.173,0.339,0.515,0.128,0.011,0.58,0.5379999999999999,5.5,0.032,0.253,346.0,0.0,3.45,23.6,0.853,0.257,0.116,0.039,0.933,0.311,0.7020000000000001,0.221,15.624163076559224,0.13923924615917313,13.027793177683588,0.202,0.39,0.635,50.518,100.7,0.003999999999999986
01073012703,"Birmingham, AL",30919964,6170.0,32.9,0.066,0.135,0.746,0.07,0.02,0.524,0.603,6.6,0.004,0.369,769.0,0.109,2.43,24.4,0.8740000000000001,0.054000000000000006,0.063,0.025,0.857,0.67,0.877,0.118,13.242427120844669,0.19954745096080964,24.870662850707067,0.175,0.5,0.878,91.806,491.8,-0.14900000000000005
01073012704,"Birmingham, AL",45824316,2117.0,36.7,0.162,0.034,0.928,0.018000000000000002,0.011,0.438,0.969,6.7,0.011,0.11,94.0,0.0,2.8,24.6,0.885,0.084,0.171,0.038,0.95,0.361,0.96,0.025,18.61776972918938,0.04619818002302533,2.051312669893425,0.241,0.5059999999999999,1.176,64.672,196.2,0.013000000000000114
01073012803,"Birmingham, AL",8005582,4293.0,35.7,0.123,0.008,0.915,0.03,0.04,0.503,0.411,4.6,0.0,0.561,1261.0,0.078,1.49,19.6,0.94,0.08900000000000001,0.297,0.052000000000000005,0.727,0.621,0.943,0.025,10.764496359170568,0.5362508309826818,157.51509384327085,0.312,0.3440000000000001,1.03,60.21,269.6,0.035999999999999935
01073012910,"Birmingham, AL",6387303,3443.0,33.4,0.135,0.016,0.778,0.14,0.017,0.48,0.404,5.6,0.005,0.539,840.0,0.028,1.91,22.3,0.8959999999999999,0.042,0.329,0.075,0.7609999999999999,0.6459999999999999,0.897,0.086,12.46577239732803,0.539038151157069,131.51090530698167,0.336,0.272,1.026,63.107,268.4,-0.04200000000000003
01073012911,"Birmingham, AL",12429207,5787.0,44.1,0.161,0.0,0.979,0.0,0.018000000000000002,0.5379999999999999,0.97,9.0,0.0,0.041,84.0,0.0,1.98,18.9,0.841,0.035,0.223,0.016,0.92,0.6920000000000001,0.971,0.03,10.380320985491787,0.4655968799940334,6.758275085449942,0.121,0.613,1.364,122.031,430.3,-0.005
01073013002,"Birmingham, AL",2304619,1770.0,45.9,0.294,0.0,0.008,0.992,0.0,0.428,0.828,5.5,0.098,0.304,220.0,0.05,2.3,26.4,0.7759999999999999,0.49,0.126,0.042,0.823,0.268,0.987,0.0,7.225091176849992,0.7680228272005046,95.46046439780285,0.188,0.49,0.44299999999999995,26.447,69.9,0.0010000000000000009
01073013100,"Birmingham, AL",6029566,4652.0,37.4,0.16399999999999998,0.003,0.035,0.962,0.0,0.358,0.741,5.3,0.098,0.383,703.0,0.121,2.73,26.9,0.79,0.425,0.177,0.041,0.8290000000000001,0.15,0.996,0.0,10.701978446351816,0.7715314833604939,116.59213946741772,0.179,0.825,0.461,19.408,76.8,-0.025
01073013300,"Birmingham, AL",4752766,3606.0,35.2,0.139,0.238,0.067,0.6759999999999999,0.0,0.478,0.733,5.4,0.104,0.322,403.0,0.132,2.87,24.2,0.774,0.379,0.277,0.06,0.825,0.132,0.79,0.142,14.27346649788133,0.7587160823823432,84.79272911815983,0.247,0.677,0.675,28.614,53.3,-0.007999999999999998
01073013901,"Birmingham, AL",11806274,1816.0,48.0,0.226,0.008,0.25,0.731,0.006999999999999999,0.5589999999999999,0.935,6.0,0.052000000000000005,0.263,178.0,0.053,2.88,27.3,0.679,0.191,0.391,0.03,0.862,0.091,0.983,0.0,13.661936504381659,0.1538165216223171,15.076729542275572,0.19,0.378,0.9,38.349000000000004,87.1,-0.035
01073014302,"Birmingham, AL",56087919,6166.0,34.5,0.132,0.027000000000000003,0.5670000000000001,0.35,0.049,0.495,0.653,5.9,0.04,0.375,1029.0,0.122,1.83,23.8,0.856,0.103,0.362,0.054000000000000006,0.769,0.551,0.927,0.056,14.66998193284825,0.1099345475805583,18.3461967986368,0.281,0.433,1.177,70.977,273.6,0.011000000000000015
01073014404,"Birmingham, AL",5393168,5219.0,32.1,0.098,0.046,0.6890000000000001,0.206,0.059,0.506,0.524,5.8,0.02,0.4920000000000001,1134.0,0.112,2.14,20.5,0.8859999999999999,0.1,0.462,0.081,0.785,0.544,0.8740000000000001,0.094,9.531785684447376,0.9677058085340564,210.26602546036025,0.3290000000000001,0.382,0.9490000000000001,68.707,248.3,0.02299999999999997
01073014413,"Birmingham, AL",18071008,8960.0,39.2,0.13,0.014,0.8390000000000001,0.086,0.037000000000000005,0.472,0.948,7.7,0.0,0.086,283.0,0.0,2.99,22.5,0.921,0.022,0.207,0.009000000000000001,0.8809999999999999,0.642,0.95,0.047,15.735814374218767,0.4958218158057371,15.66044351261424,0.155,0.767,1.4069999999999998,103.65700000000001,258.7,-0.007999999999999972
01117030212,"Birmingham, AL",1835846,3914.0,28.0,0.032,0.138,0.475,0.289,0.07400000000000001,0.488,0.042,3.8,0.0,0.8390000000000001,1619.0,0.044,2.0,23.2,0.8270000000000001,0.196,0.669,0.134,0.6559999999999999,0.434,0.794,0.157,14.39647779352452,2.131987105672262,881.8822493825735,0.493,0.464,0.912,42.66,225.0,-0.0020000000000000282
01117030213,"Birmingham, AL",9616608,4566.0,36.1,0.075,0.084,0.748,0.132,0.028,0.5429999999999999,0.584,7.1,0.0,0.353,662.0,0.038,2.2,24.9,0.845,0.102,0.453,0.063,0.79,0.634,0.898,0.075,15.116506659192055,0.4748035897896639,68.8392414456324,0.258,0.4,0.948,74.653,356.5,-0.009000000000000057
01117030217,"Birmingham, AL",28629148,5632.0,45.3,0.18600000000000005,0.035,0.84,0.078,0.042,0.465,0.857,9.0,0.0,0.156,327.0,0.104,1.58,29.8,0.871,0.033,0.159,0.008,0.883,0.6890000000000001,0.929,0.069,18.189587039431665,0.19672258496829872,11.421925654231831,0.10100000000000002,0.5720000000000001,1.806,129.233,547.2,-0.015
01117030303,"Birmingham, AL",10526474,7620.0,42.1,0.16399999999999998,0.027000000000000003,0.8109999999999999,0.086,0.059,0.442,0.502,5.9,0.0,0.402,1361.0,0.096,2.01,21.0,0.866,0.086,0.227,0.057,0.862,0.604,0.906,0.067,14.727520325704008,0.7238891199465272,129.29305672535742,0.152,0.224,1.0290000000000001,72.453,274.6,-0.045
04013061011,"Phoenix, AZ",15655176,5520.0,27.9,0.079,0.307,0.494,0.084,0.08,0.498,0.959,6.7,0.0,0.414,693.0,0.13699999999999998,3.91,26.5,0.934,0.13699999999999998,0.212,0.066,0.826,0.211,0.754,0.097,25.19573531282545,0.3525990381711454,44.266509683442706,0.25299999999999995,0.459,1.3159999999999998,53.295,161.0,0.109
04013061013,"Phoenix, AZ",4578973,5642.0,32.8,0.055,0.299,0.479,0.124,0.091,0.473,0.7809999999999999,6.3,0.0,0.426,733.0,0.095,2.27,29.9,0.815,0.07200000000000001,0.256,0.071,0.8220000000000001,0.285,0.7829999999999999,0.14800000000000002,24.03265859059255,1.232154022310243,160.07956369255726,0.17299999999999996,0.5920000000000001,1.038,65.521,216.7,0.012000000000000028
04013082002,"Phoenix, AZ",2616804,5672.0,31.2,0.071,0.514,0.331,0.127,0.015,0.545,0.564,4.9,0.0,0.516,1057.0,0.196,2.5,26.3,0.833,0.113,0.122,0.056,0.863,0.147,0.637,0.163,20.11492289822484,2.167529551315268,403.92784480610703,0.242,0.48200000000000004,0.9059999999999999,41.653999999999996,107.2,0.03800000000000004
04013082007,"Phoenix, AZ",1286378,3798.0,36.5,0.092,0.667,0.266,0.023,0.023,0.493,0.785,5.3,0.0,0.308,364.0,0.229,3.26,27.2,0.79,0.225,0.098,0.09,0.846,0.081,0.495,0.231,17.443626984661137,2.952475866347217,282.96503827024407,0.189,0.5589999999999999,1.004,41.533,77.7,0.005
04013082008,"Phoenix, AZ",1300324,5712.0,27.5,0.064,0.754,0.133,0.086,0.019,0.504,0.97,5.3,0.0,0.362,521.0,0.068,3.85,29.5,0.769,0.309,0.139,0.04,0.863,0.086,0.389,0.267,16.691615661705242,4.392751345049389,400.66937163353134,0.224,0.7989999999999999,1.137,35.846,82.8,-0.016000000000000014
04013082009,"Phoenix, AZ",1303676,5576.0,24.4,0.048,0.7190000000000001,0.171,0.085,0.012,0.507,0.974,5.5,0.0,0.376,486.0,0.069,4.72,27.6,0.741,0.327,0.162,0.052000000000000005,0.762,0.08800000000000001,0.398,0.297,16.972010486791707,4.2771363436927565,372.79201273936167,0.234,0.511,1.1,45.368,89.4,-0.096
04013082010,"Phoenix, AZ",1297867,3840.0,25.1,0.066,0.753,0.147,0.054000000000000006,0.003,0.5479999999999999,0.753,5.3,0.0,0.544,570.0,0.128,4.18,23.7,0.754,0.342,0.197,0.052000000000000005,0.83,0.096,0.377,0.322,16.194980564273013,2.9587006989159903,439.1821349953423,0.294,0.507,0.987,33.479,79.6,-0.0070000000000000106
04013082012,"Phoenix, AZ",2918633,6083.0,29.4,0.045,0.565,0.262,0.053,0.065,0.507,0.973,5.7,0.0,0.256,458.0,0.16699999999999998,4.13,28.3,0.735,0.062,0.179,0.035,0.926,0.152,0.623,0.15,21.755893041657995,2.084194895349981,156.92277857476432,0.22899999999999998,0.454,1.19,65.313,113.7,0.01599999999999998
04013082016,"Phoenix, AZ",5196772,2715.0,25.9,0.02,0.5379999999999999,0.354,0.03,0.046,0.5489999999999999,0.992,6.2,0.0,0.382,257.0,0.0,4.4,29.3,0.8,0.153,0.258,0.12,0.8420000000000001,0.184,0.6970000000000001,0.168,18.3393010353716,0.5224396991055216,49.453776305752875,0.243,0.483,1.3130000000000002,69.491,163.0,-0.22400000000000006
04013082017,"Phoenix, AZ",2604573,5093.0,26.3,0.052000000000000005,0.4370000000000001,0.212,0.242,0.08800000000000001,0.48,0.737,5.4,0.022,0.586,777.0,0.085,3.72,26.4,0.7709999999999999,0.166,0.387,0.065,0.648,0.239,0.562,0.261,17.826157365144386,1.9554068939515232,298.3214523071536,0.303,0.499,1.036,57.083,118.3,0.005
04013082018,"Phoenix, AZ",1325956,5110.0,26.8,0.052000000000000005,0.7040000000000001,0.155,0.092,0.036000000000000004,0.609,0.78,5.2,0.003,0.455,634.0,0.066,3.39,23.3,0.836,0.08900000000000001,0.228,0.067,0.732,0.099,0.401,0.25,16.311261748794326,3.853823203786552,478.1455794913255,0.28800000000000003,0.47700000000000004,0.986,55.431999999999995,98.1,-0.011000000000000015
04013082028,"Phoenix, AZ",1280712,4010.0,25.6,0.034,0.6,0.241,0.111,0.018000000000000002,0.452,0.868,4.8,0.0,0.434,493.0,0.29,3.13,23.7,0.743,0.247,0.181,0.079,0.86,0.041,0.431,0.241,16.18823050154866,3.131070841844224,384.94212594244453,0.246,0.532,1.041,46.114,76.0,-0.011999999999999992
04013082203,"Phoenix, AZ",5141205,8484.0,25.8,0.014,0.6990000000000001,0.14300000000000002,0.101,0.009000000000000001,0.49,0.995,6.2,0.0,0.241,502.0,0.275,4.84,27.7,0.815,0.114,0.213,0.032,0.8759999999999999,0.168,0.455,0.21600000000000005,19.459062682435047,1.6501967923862206,97.64247875741192,0.272,0.35400000000000004,1.1740000000000002,63.879,160.1,0.11100000000000003
04013082204,"Phoenix, AZ",9542934,6421.0,23.1,0.016,0.691,0.119,0.126,0.008,0.496,0.994,6.2,0.0,0.358,564.0,0.0,4.38,25.8,0.816,0.168,0.226,0.071,0.807,0.131,0.489,0.229,18.15602645096252,0.6728538623446416,59.10132041152122,0.31,0.583,1.24,54.257,125.0,-0.03
04013082205,"Phoenix, AZ",2510744,5096.0,27.8,0.039,0.654,0.223,0.099,0.0,0.462,1.0,5.9,0.0,0.436,689.0,0.0,3.8,30.5,0.831,0.141,0.238,0.045,0.847,0.151,0.459,0.22,16.200021345905974,2.029677259011672,274.42064981535356,0.252,0.585,1.219,53.735,104.3,-0.023999999999999987
04013082206,"Phoenix, AZ",6540861,3260.0,23.8,0.037000000000000005,0.5820000000000001,0.184,0.151,0.061,0.45,0.997,6.7,0.0,0.28800000000000003,225.0,0.08199999999999999,5.22,26.8,0.738,0.13699999999999998,0.29600000000000004,0.087,0.916,0.123,0.45,0.214,16.76636738513697,0.4984053322643609,34.39914103051571,0.345,0.434,1.38,51.456,120.7,0.073
04013082207,"Phoenix, AZ",10796529,2815.0,28.4,0.038,0.732,0.202,0.016,0.02,0.55,0.872,5.7,0.0,0.147,101.0,0.106,4.05,32.8,0.737,0.092,0.112,0.03,0.919,0.106,0.376,0.136,20.921405969469173,0.26073194449808823,9.354858399398548,0.238,0.456,1.0959999999999999,64.063,127.8,-0.06
04013083000,"Phoenix, AZ",12809614,6707.0,30.8,0.104,0.809,0.138,0.042,0.0,0.43,0.633,5.1,0.05,0.564,1167.0,0.093,2.79,33.8,0.79,0.287,0.273,0.061,0.807,0.083,0.396,0.227,17.330890951061615,0.5235911089904817,91.10344776977665,0.245,0.38,0.8320000000000001,34.485,99.4,-0.001999999999999993
04013092308,"Phoenix, AZ",2572026,6704.0,36.1,0.091,0.314,0.6,0.022,0.033,0.531,0.726,5.7,0.0,0.415,984.0,0.132,2.56,27.9,0.612,0.223,0.34600000000000003,0.048,0.841,0.139,0.731,0.151,16.184970277818625,2.606505532992279,382.57778109552544,0.184,0.703,0.993,44.375,119.7,-0.09099999999999994
04013092309,"Phoenix, AZ",2571444,5334.0,40.1,0.175,0.285,0.557,0.105,0.029,0.449,0.706,5.7,0.0,0.315,571.0,0.07200000000000001,3.32,26.5,0.74,0.108,0.275,0.051,0.7909999999999999,0.225,0.778,0.133,14.815359520181225,2.074320887408009,222.05422323021614,0.13699999999999998,0.329,1.107,59.115,135.0,-0.06299999999999997
04013092402,"Phoenix, AZ",1307048,3136.0,43.0,0.168,0.374,0.555,0.04,0.0,0.504,0.35600000000000004,4.3,0.0,0.481,661.0,0.097,2.38,27.0,0.6659999999999999,0.162,0.206,0.084,0.758,0.177,0.743,0.14400000000000002,13.242989168414006,2.3992997961819307,505.71975933554086,0.185,0.416,0.77,41.755,82.5,-0.027000000000000027
04013092719,"Phoenix, AZ",2592215,4008.0,33.8,0.076,0.276,0.505,0.129,0.041,0.525,0.624,4.9,0.0,0.593,986.0,0.123,2.39,23.8,0.802,0.113,0.439,0.083,0.754,0.22,0.762,0.151,20.626301680875322,1.5461680454746232,380.3696838418109,0.277,0.522,1.071,46.111000000000004,98.7,-0.085
04013092720,"Phoenix, AZ",23257374,4790.0,31.6,0.043,0.453,0.403,0.08,0.005,0.491,0.361,4.5,0.0,0.596,1139.0,0.123,1.68,25.9,0.81,0.049,0.34700000000000003,0.101,0.795,0.25,0.787,0.17600000000000002,20.994275788090164,0.20595618404726174,48.97371474526746,0.34700000000000003,0.345,0.98,55.781000000000006,117.5,0.04
04013093001,"Phoenix, AZ",1443616,5289.0,28.4,0.067,0.565,0.245,0.108,0.026,0.493,0.266,4.5,0.0,0.58,1018.0,0.08800000000000001,3.27,26.6,0.594,0.4,0.151,0.129,0.792,0.078,0.456,0.275,12.503631846425801,3.663716667036109,705.1736749939042,0.255,0.667,0.7390000000000001,27.188000000000002,58.3,-0.06099999999999998
04013093002,"Phoenix, AZ",1122115,4330.0,27.7,0.077,0.524,0.306,0.073,0.068,0.503,0.471,4.8,0.005,0.456,557.0,0.033,2.67,24.3,0.574,0.445,0.194,0.026,0.922,0.114,0.449,0.329,11.826972958633478,3.858784527432572,496.3840604572615,0.243,0.5840000000000001,0.6459999999999999,26.607,73.1,0.035999999999999976
04013093101,"Phoenix, AZ",1275658,4737.0,28.9,0.076,0.625,0.279,0.048,0.004,0.491,0.282,4.0,0.0,0.493,771.0,0.173,3.51,24.9,0.5870000000000001,0.399,0.16399999999999998,0.08800000000000001,0.779,0.153,0.472,0.266,11.050585871403825,3.713377723496423,604.3939676621791,0.175,0.5,0.6709999999999999,26.435,32.9,-0.018999999999999986
04013093104,"Phoenix, AZ",3926007,4447.0,27.0,0.056,0.626,0.239,0.081,0.01,0.482,0.012,3.5,0.0,0.815,1219.0,0.105,2.76,31.8,0.542,0.513,0.118,0.092,0.7090000000000001,0.039,0.446,0.308,11.859320354019527,1.1327030237083124,310.49358801448903,0.24,0.6990000000000001,0.7190000000000001,21.414,,-0.018000000000000006
04013103205,"Phoenix, AZ",2635515,2872.0,47.6,0.158,0.039,0.9,0.01,0.019,0.483,0.997,7.1,0.006999999999999999,0.048,48.0,0.0,2.38,20.1,0.8440000000000001,0.041,0.315,0.08,0.919,0.412,0.922,0.08199999999999999,19.86423344942406,1.0897300907033352,18.21275917610031,0.132,0.241,1.4769999999999999,108.314,339.9,0.04400000000000006
04013103206,"Phoenix, AZ",2573798,2446.0,47.2,0.211,0.071,0.898,0.011,0.0,0.433,0.988,7.7,0.01,0.08900000000000001,76.0,0.2,2.89,23.6,0.8540000000000001,0.045,0.248,0.051,0.917,0.535,0.913,0.086,20.700503238414733,0.9503465306912198,29.528346824420566,0.13,0.405,2.0,114.569,377.1,-0.041000000000000085
